id,brand,model,production_years,blind_spot_monitoring,rear_cross_traffic_alert,adaptive_cruise_control,lane_centering,camera_360,parking_assist,adaptive_matrix_headlights,head_up_display
b91a6cc7-adf4-4f71-93e0-6a2b58a4e6b6,Dacia,Dokker (FE),2012 - 2022,N,N,N,N,N,N,N,N
dbc633f9-7a66-4b79-99f9-453485d674c4,Dacia,Duster II (HM),2018 - Present,N,N,N,N,N,N,N,N
19aac2f7-fb9f-4522-884a-80042331f839,Dacia,Duster III (HN),2024 - Present,O,N,N,N,N,O,N,N
3c424138-d908-4f85-8c1d-a3bce506453b,Dacia,Jogger (RJI),2022 - Present,N,N,N,N,N,O,N,N
628a65e0-9abe-41f5-b37b-49cf7b2c6cb9,Dacia,Lodgy (JS),2012 - 2022,N,N,N,N,N,N,N,N
3e7246a2-1992-4a58-a59c-a703b82d1829,Dacia,Logan III (LJ),2021 - Present,N,N,N,N,N,N,N,N
b86fad56-96e7-4bba-8166-c2db42bd623b,Dacia,Sandero III (BJ),2021 - Present,N,N,N,N,N,N,N,N
677e9771-9462-42b3-a73e-7e5ed5559c68,Dacia,Spring,2021 - Present,N,N,N,N,N,N,N,N
59d98b09-5905-4476-a8ee-e6f0aa5e0475,Dodge,Challenger (LC),2008 - 2023,O,O,O,N,N,O,N,N
4875c19f-b3d1-46cf-bbd0-bfab37221e7b,Fiat,500 (312),2007 - 2023,N,N,N,N,N,N,N,N
eba4a7ed-2182-48db-b25d-787f9be5405a,Fiat,500e (332),2020 - Present,N,N,O,O,N,O,N,N
1ee22300-8a93-4b8d-aa63-261e90a6e599,Fiat,500X,2015 - Present,O,N,O,N,N,N,N,N
a5f3d2bb-2406-4385-84ea-a15ecd9fab22,Fiat,600e,2024 - Present,O,O,O,O,N,O,N,N
ca4f0f73-70a3-4390-bdb6-93e3ddec9c0b,Fiat,Panda (319),2012 - Present,N,N,N,N,N,N,N,N
293808ba-838e-4ee6-ae88-cd14693bc364,Fiat,Tipo (356),2016 - Present,N,N,O,N,N,N,N,N
bf6f1afb-7842-4f24-911b-cbde53dfb8f0,Ford,EcoSport (EU facelift),2014 - 2022,O,N,O,N,N,N,N,N
8f76506d-9c77-4239-8b0e-e306b52afb8d,Ford,Explorer EV,2024 - Present,O,O,O,O,O,O,O,N
79f47eb9-1eaf-488d-aaf0-857a292289f6,Ford,Fiesta VII (HJ),2017 - 2023,O,N,O,N,N,N,N,N
32ff1dc5-9e41-4af4-9dc2-55960c1b2e64,Ford,Focus IV (C519),2018 - 2024,O,O,O,O,N,O,O,O
c630045d-1863-4fbe-a225-7e3737fbea2c,Ford,Kuga III (CX482),2020 - Present,O,O,O,O,N,O,O,O
10010810-ac42-4dd3-b42a-541318aa62c0,Ford,Mondeo V (CD391),2014 - 2022,O,O,O,N,N,N,N,N
cc1f452d-2d5b-4165-beea-3bb3a197d5ea,Ford,Mustang (S550),2015 - 2023,O,O,O,N,N,O,N,N
d4cfa123-9c0d-471b-a271-79e2baa4925e,Ford,Mustang Mach-E,2021 - Present,O,O,O,O,O,O,N,N
d9ed675c-6a36-49d6-8b62-88c2fecfb3ff,Ford,Puma (JK8),2019 - Present,O,O,O,O,N,O,O,N
5cb35c4a-c478-469d-afa9-dd304e905b64,Ford,Ranger (T6.2),2022 - Present,O,O,O,O,O,O,O,N
009310a0-2eae-4e1e-8804-e1acd240c106,Ford,Ranger Raptor,2019 - Present,O,O,O,O,O,O,O,N
7f00e99c-80f4-4571-b6fb-6c93b86e4d11,Ford,S-Max II,2015 - 2023,O,O,O,N,N,N,N,N
80166d52-f1e3-45f3-aaaf-de8531ee95bd,Ford,Tourneo Connect II,2013 - 2022,N,N,N,N,N,N,N,N
d940445a-5081-4de1-9af6-35cee4d97edd,Honda,Civic (FC/FL),2017 - Present,O,N,S,S,N,N,N,N
53dfa0aa-d0bc-4d44-9033-66f5f7e7819e,Honda,CR-V (RW),2017 - Present,O,N,S,S,N,O,N,N
cbefb2c1-eba0-4d78-a8c8-9a24b75adef6,Honda,e:Ny1,2023 - Present,O,O,S,S,O,O,N,N
c7f0f226-8706-4bd8-b424-136a0af9e782,Honda,HR-V (RV),2021 - Present,O,N,S,S,N,O,N,N
1e37a334-6a73-4f9f-a192-f43f1fd94f9a,Honda,Jazz / Fit (GR),2020 - Present,O,N,S,S,N,N,N,N
c1c60409-2d69-40c0-92a3-95cca5dfa5d4,Hyundai,Bayon,2021 - Present,O,O,O,O,N,N,N,N
87f18a1b-368b-4327-9f4e-242eabdd3fd0,Hyundai,i20 (BC3),2020 - Present,O,O,O,O,N,N,N,N
a9e05d1d-6f98-4d9f-81fb-2b64da387d4f,Hyundai,i30 (PD),2017 - Present,O,O,O,O,N,O,N,N
4280517f-7a92-4587-b613-a37c345746a8,Hyundai,i30 N,2017 - Present,O,O,O,O,N,O,N,N
8f618da8-6eba-4ad6-9947-bded827ba320,Hyundai,Ioniq 5,2021 - Present,O,O,S,S,O,O,O,O
d2e2b740-227a-4da0-b99d-92ab44408656,Hyundai,Ioniq 6,2023 - Present,O,O,S,S,O,O,O,O
9075e6bb-d82e-4b66-8335-b2bfd83fb2d6,Hyundai,Ioniq Hybrid (AE),2016 - 2022,O,O,O,O,N,N,N,N
7d0ad48d-38e4-4f46-ac30-7d16fe94fd6d,Hyundai,Kona (OS),2017 - 2023,O,O,O,O,N,N,N,N
c571e758-3acd-435b-b39b-3650f3dce049,Hyundai,Kona Electric (SX2),2023 - Present,O,O,O,O,O,O,N,N
94ca8406-b68b-4ebc-b15a-e2808d7bd835,Hyundai,Santa Fe (TM),2018 - Present,O,O,O,O,O,O,N,O
79599e05-a4df-4fff-8f9a-72c7a9c42f7c,Hyundai,Staria,2022 - Present,O,O,O,O,O,O,N,N
fe11cdff-832e-47af-98d4-ad75634f6a3c,Hyundai,Tucson IV (NX4),2021 - Present,O,O,O,O,O,O,O,O
619831f3-6a22-4613-8f1c-be664a86e8ff,Jaguar,E-Pace,2018 - 2024,O,O,O,O,O,O,O,O
da03b9e9-b88a-4fd9-b1a5-d82f5239e431,Jaguar,F-Type,2013 - 2024,O,O,O,N,N,O,O,N
a53fb1cc-7a4e-49af-9776-6210d0528a6a,Jaguar,I-Pace,2018 - 2025,O,O,O,O,O,O,O,O
cfe3e1f4-e255-4d82-8a9f-382d537e55c7,Jaguar,XE,2015 - 2023,O,O,O,O,O,O,O,O
8a2c587d-d86a-49bc-a5a1-75e5499745c3,Jaguar,XF (X260),2015 - 2024,O,O,O,O,O,O,O,O
cc27b7e5-90fb-4a39-9d13-9e1bb825b99f,Jeep,Compass (MP),2017 - Present,O,O,O,O,O,O,N,N
c50690bc-4a98-49b7-ac33-72e8d0e8cdc9,Jeep,Grand Cherokee (WL),2022 - Present,O,O,O,O,O,O,O,O
64574149-a43f-4f93-ae8b-7fb69a10bf54,Jeep,Renegade,2014 - Present,O,O,O,O,N,N,N,N
63e8af99-0a81-4c96-ac0f-ad74fc83aa75,Jeep,Wrangler (JL),2018 - Present,O,O,O,N,N,O,N,N
3edb9c42-ffe8-4bc6-b49c-8dad2068c674,Kia,Ceed III (CD),2018 - Present,O,O,O,O,N,O,N,N
8f53b097-ccb0-4b83-beec-39d0f3161d05,Kia,EV6,2021 - Present,O,O,S,S,O,O,O,O
2102b5a2-5937-4bec-92cd-4a74dd3a56d0,Kia,EV9,2023 - Present,O,O,S,S,O,O,O,O
a5e8f544-4950-4b47-93bd-5d73aa505f99,Kia,Niro I (DE),2016 - 2022,O,O,O,O,N,O,N,O
f6d90854-b59a-400d-a1a7-3a9907cca415,Kia,Niro II (SG2),2022 - Present,O,O,O,O,O,O,N,O
62dcf9b7-84b4-410c-a139-59eb5c532af7,Kia,Picanto III (JA),2017 - Present,N,N,N,N,N,N,N,N
75ca8655-1fc7-430b-97cb-441bf1b83691,Kia,Rio IV (YB),2017 - Present,N,N,N,N,N,N,N,N
f21841aa-fd6d-4bc3-bcb2-65362f59218f,Kia,Sorento IV (MQ4),2020 - Present,O,O,O,O,O,O,O,O
8e517f73-0f97-41cb-9bd6-b9b638418640,Kia,Sportage V (NQ5),2022 - Present,O,O,O,O,O,O,O,O
358ad31a-5346-43f5-9fbe-e25a758fcbed,Kia,Stonic (YB),2017 - Present,N,N,O,O,N,N,N,N
32315083-2c52-44ec-b6ff-045574ab21f9,Kia,XCeed,2019 - Present,O,O,O,O,N,O,N,O
061b2260-0abb-4449-9d57-d7b227e74719,Land Rover,Defender (L663),2020 - Present,O,O,O,O,O,O,O,O
b719e5f5-3dfc-4399-944b-aa85be559761,Land Rover,Discovery Sport (L550),2015 - Present,O,O,O,O,O,O,O,O
4f6f95e8-172b-4224-a9c2-7e55f18c3457,Land Rover,Range Rover (L460),2022 - Present,O,O,O,O,O,O,O,O
b57c32e0-e684-4add-a473-e686e91a3574,Land Rover,Range Rover Evoque (L551),2019 - Present,O,O,O,O,O,O,O,O
9bf4717a-d94a-41d4-8d2e-6d7258b87310,Land Rover,Range Rover Sport (L461),2022 - Present,O,O,O,O,O,O,O,O
20fa4e59-8a8a-48d6-9975-e7ab9a85a1ee,Land Rover,Range Rover Velar,2017 - Present,O,O,O,O,O,O,O,O
9f744684-5f9c-487a-b07e-e337b9b86d0d,Lexus,NX (AZ20),2022 - Present,O,O,S,S,O,O,O,O
6118e4cd-6923-41ca-a8cd-b0931f7274aa,Mazda,CX-3 (DK),2015 - 2023,O,O,O,N,N,N,N,N
24e2c659-12c0-401d-9b78-5012ccaa7807,Mazda,CX-30,2019 - Present,O,O,O,O,O,O,O,O
946e0ecc-d3a7-4553-ad8e-403df49dd11d,Mazda,CX-5 (KF),2017 - Present,O,O,O,O,O,O,O,O
72c11826-c6e2-400e-abed-337757bd26a3,Mazda,CX-60,2022 - Present,O,O,O,O,O,O,O,O
689aabb5-33e6-4ac0-8b68-56aa1cd94c10,Mazda,Mazda 2 (DJ),2015 - Present,O,O,O,N,N,N,N,N
0edf9955-195d-4d00-bfcd-9de2acfe23a8,Mazda,Mazda 3 (BP),2019 - Present,O,O,O,O,N,O,O,O
a4e75ded-0e40-4704-8593-f781b343cefd,Mazda,Mazda 6 (GJ/GL),2013 - 2023,O,O,O,N,N,N,N,N
71ee38e4-911c-4800-b073-0f9b654c17c8,Mazda,MX-5 (ND),2015 - Present,O,O,N,N,N,N,N,N
ba912d29-ffa2-4230-9a60-898736bb131c,Mercedes-Benz,A-Class (W177),2018 - Present,O,O,O,O,O,O,O,O
895bdaef-0bb8-43c6-b542-85a12e2c4ce8,Mercedes-Benz,AMG E63 S (W213),2017 - 2023,O,O,O,O,O,O,O,O
5d2e68f9-1140-4a6a-850c-96bcb7596a84,Mercedes-Benz,AMG GT (C190),2015 - 2024,O,O,O,N,N,O,O,O
0f7879ee-6532-4bcf-9f6a-a9a505e7e1c7,Mercedes-Benz,C-Class (W206),2021 - Present,O,O,O,O,O,O,O,O
da33d30f-254b-419b-9e74-f2aa232de2ac,Mercedes-Benz,CLA (C118),2019 - Present,O,O,O,O,O,O,O,O
ef406819-6dc5-46b7-9317-053dd4561f92,Mercedes-Benz,E-Class (W213),2016 - 2024,O,O,O,O,O,O,O,O
6a2a1993-326f-4835-b693-8dc45c5a50f2,Mercedes-Benz,EQA (H243),2021 - Present,O,O,O,O,O,O,O,O
687780a4-f657-494e-8481-daeed08c80d5,Mercedes-Benz,EQB (X243),2021 - Present,O,O,O,O,O,O,O,O
0ba07f8b-5040-4347-8c4d-38ae043cbaa4,Mercedes-Benz,EQE (V295),2022 - Present,O,O,O,O,O,O,O,O
25f88748-a476-41da-a57a-e373862fb754,Mercedes-Benz,EQS (V297),2021 - Present,O,O,O,O,O,O,O,O
975f4f80-447e-4319-8a18-c6807c79efd6,Mercedes-Benz,G-Class (W463),2018 - Present,O,O,O,O,O,O,O,N
75ad7464-eb4c-466b-9bdd-30e511ed0dbe,Mercedes-Benz,GLA (H247),2020 - Present,O,O,O,O,O,O,O,O
ea419e31-b914-41a6-9f1c-b0cf765426e6,Mercedes-Benz,GLB (X247),2019 - Present,O,O,O,O,O,O,O,O
98f8c636-0281-4a1d-916a-cd57c9a0d3ad,Mercedes-Benz,GLC (X253),2015 - 2022,O,O,O,O,O,O,O,O
6b127755-157b-4f5d-9c18-9ea8b30b8c3c,Mercedes-Benz,Vito Tourer (W447),2014 - Present,O,N,O,O,O,O,N,N
addea6ef-8705-4cf5-b547-fd81194ccc9e,MG,MG4,2022 - Present,O,O,S,S,O,O,N,N
84deca00-cab2-404d-9e65-d732a2274ba4,MG,ZS EV,2019 - Present,O,O,S,S,N,O,N,N
2f3cbf3e-e711-40c6-9f6a-00b1648779c0,MINI,Clubman (F54),2015 - 2024,O,O,O,O,N,O,O,O
09f38e3d-3f66-447b-adef-c4d1c2836766,MINI,Cooper (F56),2014 - 2024,N,N,O,N,N,O,O,O
56a84e15-7856-421e-83b5-40b616da3797,MINI,Countryman (F60),2017 - 2023,O,O,O,O,N,O,O,O
ef61f4e8-0516-4fae-a009-afde3bdcf566,Mitsubishi,ASX,2010 - Present,N,N,O,N,N,N,N,N
6a07ceac-2f9d-4988-a0df-8f0da59917e1,Mitsubishi,Eclipse Cross,2018 - Present,O,O,O,O,O,O,N,O
1c57f878-5377-4952-b83f-6c57b98ba858,Mitsubishi,L200 (KL),2019 - Present,O,O,O,N,O,O,N,N
82612a47-58e8-4a63-b666-fe12b699cfc3,Mitsubishi,Outlander PHEV (GG/GN),2014 - Present,O,O,O,O,O,O,N,O
25942eb7-1636-45a5-8cc3-c3e1e0704e4a,Nissan,Ariya,2022 - Present,O,O,S,S,O,O,N,O
bf8ad5cc-60a5-4502-9aca-882c0594b15f,Nissan,Juke (F16),2019 - Present,O,O,O,O,O,O,N,N
713b98fa-8bf2-48b2-9c08-1d14a01f180d,Nissan,Leaf (ZE1),2018 - Present,O,O,O,O,O,O,N,N
726e24d3-00a3-431a-ac5f-38af71ab5141,Nissan,Micra (K14),2017 - 2024,N,N,O,N,N,N,N,N
9c7ad9d7-50a4-4cf7-a01d-b376ff18fbe0,Nissan,Navara (D23),2015 - Present,O,O,N,N,O,O,N,N
f53e0108-3ac7-4107-adfd-e3de17cfc9ed,Nissan,Qashqai (J12),2021 - Present,O,O,O,O,O,O,N,O
74a7b02d-621e-45c4-9f98-4eb7911962d6,Nissan,X-Trail (T33),2022 - Present,O,O,O,O,O,O,N,O
7d3d3b3b-dcb6-4a43-af5d-787288434b74,Omoda,5 (C5),2023 - Present,O,O,O,O,O,O,N,N
58c7db0e-67c9-4af0-9690-fff04abc3cc3,Opel,Astra L,2022 - Present,O,O,O,O,O,O,O,O
29663d27-ea6f-459c-86f8-598ba86ac118,Opel,Corsa F,2019 - Present,O,O,O,O,N,O,O,N
2a022ffa-269d-44b9-a294-2cc268ad930c,Opel,Crossland,2017 - Present,O,N,O,O,N,O,N,N
f1179ba0-7092-4552-b68d-ba01065f4d62,Opel,Grandland,2017 - Present,O,O,O,O,N,O,O,O
79d99d83-09ac-4a38-81fb-846095c2c403,Opel,Insignia B Grand Sport,2017 - 2022,O,O,O,O,N,O,O,O
bc12c280-96b1-44cb-a46c-1a15fee4bc1b,Opel,Mokka B,2020 - Present,O,O,O,O,N,O,O,N
05f4bf84-c10f-4ecc-9d7c-b794ce3d23f8,ORA,Funky Cat (Good Cat),2022 - Present,O,O,S,S,O,O,N,N
940ae089-c885-49a2-ace4-3c03a12db8ca,Peugeot,2008 II (P24),2019 - Present,O,N,O,O,N,O,O,O
aaa3d3c9-194f-4f13-a20c-5bf27af6c9d8,Peugeot,208 II (P21),2019 - Present,O,N,O,O,N,O,O,O
fdc47a7b-6d42-4800-94f3-68f3d5db5697,Peugeot,3008 II (P84),2016 - 2024,O,O,O,O,O,O,O,O
24b5bbe7-db86-46d8-84bf-4273d47098e1,Peugeot,308 III (P5),2021 - Present,O,O,O,O,O,O,O,O
cebeefbd-274a-4eba-bf01-bba8d7240ee5,Peugeot,408,2022 - Present,O,O,O,O,O,O,O,O
0bcd96e4-722d-468b-811c-d3d370bcee0e,Peugeot,5008 II (P87),2017 - 2024,O,O,O,O,O,O,O,O
9b349b83-4ad6-4a68-af89-dbef8970cf3b,Peugeot,508 II (R8),2018 - Present,O,O,O,O,O,O,O,O
05c08c06-8a7b-4e46-83d9-f77d52bf88bb,Peugeot,E-3008 (New),2024 - Present,O,O,O,O,O,O,O,O
707a8683-2b00-4573-ab24-b728cb4f33b8,Peugeot,Rifter (K9),2018 - Present,O,N,O,O,N,N,N,N
0dd483f3-ea26-4c91-aba2-60bff381f62a,Porsche,718 Cayman / Boxster,2016 - 2024,O,O,O,N,N,O,O,N
d129621b-1364-49e8-bc5e-7a571f61a832,Porsche,911 (992),2019 - Present,O,O,O,O,O,O,O,N
538a0507-9580-4293-b357-c1f51abb2965,Porsche,Cayenne (E3),2018 - Present,O,O,O,O,O,O,O,O
a2679a39-a745-4866-816c-3ab8c098810f,Porsche,Macan (95B),2014 - Present,O,O,O,O,O,O,O,N
bef92b98-72bf-4943-85ba-1eb156003fdf,Porsche,Panamera (971),2017 - Present,O,O,O,O,O,O,O,O
8a460c12-d27f-4b69-8ce1-f8cee26c188c,Porsche,Taycan,2019 - Present,O,O,O,O,O,O,O,O
51d1ca18-f121-4dd8-ad4a-547987dcafab,RAM,1500 (DT),2019 - Present,O,O,O,O,O,O,N,N
31608023-4df8-4a0e-b22b-9f85bbf234d9,Renault,5 E-Tech Electric,2024 - Present,O,O,O,O,O,O,N,N
2ae07030-56e7-4233-9391-a0cb973672ab,Renault,Arkana,2021 - Present,O,O,O,O,O,O,N,N
6402bd6a-57c5-481e-ad5a-4737a0876260,Renault,Austral,2022 - Present,O,O,O,O,O,O,O,N
da3b4b06-8274-479d-b87a-e337ef89ed19,Renault,Captur II (HJA),2019 - Present,O,O,O,O,O,O,N,N
5c59628f-8b7c-4238-8e0f-9e79a65a0390,Renault,Clio V (BF),2019 - Present,O,O,O,O,N,N,N,N
a811cda1-5d4a-45c8-a5b6-c37a7b6eebf7,Renault,Kadjar (HFE),2015 - 2022,O,O,O,O,N,N,N,N
f0362ac7-aadc-49f5-9d28-8dfff7b7205f,Renault,Megane E-TECH Electric,2022 - Present,O,O,O,O,O,O,O,N
a8b5c6a9-fac7-41a5-a135-87a056f0cd01,Renault,Megane IV (BFB),2016 - 2023,O,O,O,O,N,N,N,N
d2e09ec5-bc88-4720-9cd0-7f9eb578b2ba,Renault,Scenic E-Tech Electric,2024 - Present,O,O,O,O,O,O,O,N
c6d35b80-b4b8-456c-807f-3c3384d65b08,Renault,Scenic IV (JFA),2016 - 2023,O,O,O,O,N,N,N,N
6c8f92c2-528f-4c75-be0a-8343b31ed74c,Renault,Zoe,2013 - 2024,N,N,O,N,N,N,N,N
be1186e5-3108-4908-8c1c-ca7a1533a554,SEAT,Arona,2017 - Present,O,O,O,O,N,N,N,N
c70f4664-2872-4fae-985d-ddcfd9bfbc46,SEAT,Ateca,2016 - Present,O,O,O,O,O,O,N,N
2bd3d94c-385e-4145-88b0-0f6aed7a896c,SEAT,Ibiza V (6F),2017 - Present,O,O,O,O,N,N,N,N
6047c269-17d4-43b5-b2ac-ba650baff9be,SEAT,Leon IV (KL),2020 - Present,O,O,O,O,N,O,O,N
2f0dc803-a40b-46c3-bff8-c2b306c1fb92,SEAT,Tarraco,2018 - Present,O,O,O,O,O,O,O,N
f8e7d8dd-37c3-49bd-baf9-1af9d68d5f6d,Škoda,Elroq,2025 - Present,O,O,O,O,O,O,O,O
09ea0a9b-4849-4152-a49b-ec128a9d203d,Škoda,Enyaq iV,2021 - Present,O,O,O,O,O,O,O,O
43c5233e-3e93-4f8f-bd6d-7cbf87526d64,Škoda,Fabia IV (PJ),2021 - Present,O,O,O,O,N,N,N,N
7c47ab78-50eb-4d3b-90c1-eac15a186418,Škoda,Kamiq (NW),2019 - Present,O,O,O,O,N,O,N,N
52aa001b-8d9c-468f-a6e6-6f5ef429de0a,Škoda,Karoq (NU),2017 - Present,O,O,O,O,O,O,O,N
42eed166-bef1-4867-9d6b-0db975b592fc,Škoda,Kodiaq (NS7),2016 - 2024,O,O,O,O,O,O,O,N
6048aa32-716d-4d6a-a86d-ac2974a3e704,Škoda,Octavia IV (NX),2020 - Present,O,O,O,O,O,O,O,O
b1ff37ef-fd2b-447e-844e-29082ce98512,Škoda,Scala (NW),2019 - Present,O,O,O,O,N,N,N,N
35d21080-d86a-4b16-b986-add78ff243f9,Škoda,Superb III (3V),2015 - 2024,O,O,O,O,O,O,O,N
4840d603-e881-4462-bf67-553fa87628a5,Škoda,Superb IV (NX),2024 - Present,O,O,O,O,O,O,O,O
53f12b95-7091-42bf-85c5-c04292e87b66,Smart,#1,2023 - Present,O,O,S,S,O,O,N,N
7003c12e-24c6-47bc-8aec-a14c001ce111,Subaru,BRZ (ZD8),2022 - Present,N,N,O,O,N,N,N,N
66fa5ffb-e0fa-4a3e-a11b-beed25cc2390,Subaru,Forester (SK),2018 - Present,O,O,S,S,O,O,N,N
de2fdf3b-d2de-4822-bfaf-d510826cfd82,Subaru,Impreza (GK),2017 - Present,O,O,S,S,N,O,N,N
dd26a075-6254-4373-9f8a-c02d501b5436,Subaru,Outback (BT),2021 - Present,O,O,S,S,O,O,N,N
bcc2ad58-8cb3-41d7-9e3a-da6ef53a9fda,Subaru,XV / Crosstrek (GT),2017 - Present,O,O,S,S,N,O,N,N
fa0548c9-0767-4412-a2f4-648138cfe989,Suzuki,Jimny (JB74),2018 - Present,N,N,N,N,N,N,N,N
0914b537-39ae-42dd-a158-4cca4368b348,Suzuki,S-Cross (JY),2022 - Present,O,O,O,O,O,O,N,O
0e3bbba6-e7c9-4978-a0ab-2eb00bd8c907,Suzuki,Swift (AZ),2017 - Present,N,N,O,N,N,N,N,O
a0e04781-8edb-4f1d-a70e-7e48e360253d,Suzuki,Vitara (LY),2015 - Present,N,N,O,N,N,N,N,O
b34765b9-2de7-4a8c-86b5-c85e8c182d81,Tesla,Model 3,2017 - Present,O,N,S,S,N,O,N,N
